Endereço;Bairro;Quartos;Vaga Estacionamento;Tipo;Valor Aluguel;Total (imposto,outros );Localização Real;Metros;Bairro Completo;Sufixo
Rua Simões Pinto;Parque Jabaquara;3;2;Casa;R$ 3.000;3268;Rua Simões Pinto, São Paulo, Brasil;150;Parque Jabaquara, Rua Simões Pinto;Parque Jabaquara, Rua Simões Pinto, São Paulo, Brasil
Rua Bernardino de Campos;Campo Belo;3;2;Casa;R$ 3.000;3249;Rua Bernardino de Campos, São Paulo, Brasil;100;Campo Belo, Rua Bernardino de Campos;Campo Belo, Rua Bernardino de Campos, São Paulo, Brasil
Rua Tenente Sebastião Soares;Jardim Monte Alegre;3;2;Casa;R$ 3.000;3231;Rua Tenente Sebastião Soares, São Paulo, Brasil;130;Jardim Monte Alegre, Rua Tenente Sebastião Soares;Jardim Monte Alegre, Rua Tenente Sebastião Soares, São Paulo, Brasil
Rua Alba;Vila Parque Jabaquara;3;2;Casa;R$ 3.000;3200;Rua Alba, São Paulo, Brasil;125;Vila Parque Jabaquara, Rua Alba;Vila Parque Jabaquara, Rua Alba, São Paulo, Brasil
Rua Barão de Tramandaí;Vila Alpina;3;2;Casa;R$ 3.000;3127;Rua Barão de Tramandaí, São Paulo, Brasil;100;Vila Alpina, Rua Barão de Tramandaí;Vila Alpina, Rua Barão de Tramandaí, São Paulo, Brasil
Rua Aurora Paulistana;Vila Marina;3;2;Casa;R$ 3.000;3127;Rua Aurora Paulistana, São Paulo, Brasil;220;Vila Marina, Rua Aurora Paulistana;Vila Marina, Rua Aurora Paulistana, São Paulo, Brasil
Rua Guaviruva;Vila Buenos Aires;3;2;Casa;R$ 2.980;3107;Rua Guaviruva, São Paulo, Brasil;150;Vila Buenos Aires, Rua Guaviruva;Vila Buenos Aires, Rua Guaviruva, São Paulo, Brasil
Rua Pedro Machado de Mello;Interlagos;3;2;Casa;R$ 2.978;3105;Rua Pedro Machado de Mello, São Paulo, Brasil;140;Interlagos, Rua Pedro Machado de Mello;Interlagos, Rua Pedro Machado de Mello, São Paulo, Brasil
Rua Veríssimo Cardoso;Jardim Maristela;3;2;Casa;R$ 2.960;3085;Rua Veríssimo Cardoso, São Paulo, Brasil;126;Jardim Maristela, Rua Veríssimo Cardoso;Jardim Maristela, Rua Veríssimo Cardoso, São Paulo, Brasil
Rua Cláudio Mendonça;Parque Jabaquara;3;2;Casa;R$ 2.950;3297;Rua Cláudio Mendonça, São Paulo, Brasil;178;Parque Jabaquara, Rua Cláudio Mendonça;Parque Jabaquara, Rua Cláudio Mendonça, São Paulo, Brasil
Rua Joaquim Neves Monteiro;Jardim Ubirajara;3;2;Casa;R$ 2.950;3075;Rua Joaquim Neves Monteiro, São Paulo, Brasil;118;Jardim Ubirajara, Rua Joaquim Neves Monteiro;Jardim Ubirajara, Rua Joaquim Neves Monteiro, São Paulo, Brasil
Rua Hugo Bertazzon;Vila Isolina Mazzei;3;2;Casa;R$ 2.940;3085;Rua Hugo Bertazzon, São Paulo, Brasil;164;Vila Isolina Mazzei, Rua Hugo Bertazzon;Vila Isolina Mazzei, Rua Hugo Bertazzon, São Paulo, Brasil
Rua Alberto Cortez;Pestana;3;2;Casa;R$ 2.921;3245;Rua Alberto Cortez, São Paulo, Brasil;160;Pestana, Rua Alberto Cortez;Pestana, Rua Alberto Cortez, São Paulo, Brasil
Rua Jabaeté;Vila Regente Feijó;3;2;Casa;R$ 2.900;3222;Rua Jabaeté, São Paulo, Brasil;102;Vila Regente Feijó, Rua Jabaeté;Vila Regente Feijó, Rua Jabaeté, São Paulo, Brasil
Rua João Perestrello;Vila Nova Mazzei;3;2;Casa;R$ 2.900;3154;Rua João Perestrello, São Paulo, Brasil;145;Vila Nova Mazzei, Rua João Perestrello;Vila Nova Mazzei, Rua João Perestrello, São Paulo, Brasil
Rua Baguassu;Vila Regente Feijó;3;2;Casa;R$ 2.900;3023;Rua Baguassu, São Paulo, Brasil;120;Vila Regente Feijó, Rua Baguassu;Vila Regente Feijó, Rua Baguassu, São Paulo, Brasil
Rua Doutor Roberto Feijó;Parque Da Vila Prudente;3;2;Casa;R$ 2.900;2993;Rua Doutor Roberto Feijó, São Paulo, Brasil;140;Parque Da Vila Prudente, Rua Doutor Roberto Feijó;Parque Da Vila Prudente, Rua Doutor Roberto Feijó, São Paulo, Brasil
Avenida Celso Garcia;Brás;3;2;Casa;R$ 2.890;3017;Avenida Celso Garcia, São Paulo, Brasil;82;Brás, Avenida Celso Garcia;Brás, Avenida Celso Garcia, São Paulo, Brasil
Rua Maria Cândida;Vila Guilherme;3;2;Casa;R$ 2.887;3009;Rua Maria Cândida, São Paulo, Brasil;100;Vila Guilherme, Rua Maria Cândida;Vila Guilherme, Rua Maria Cândida, São Paulo, Brasil
Rua Manuel Mendes Ribeiro;Vila Buenos Aires;3;2;Casa;R$ 2.850;2980;Rua Manuel Mendes Ribeiro, São Paulo, Brasil;115;Vila Buenos Aires, Rua Manuel Mendes Ribeiro;Vila Buenos Aires, Rua Manuel Mendes Ribeiro, São Paulo, Brasil
Rua Tamoios;Campo Belo;3;2;Casa;R$ 2.830;3200;Rua Tamoios, São Paulo, Brasil;200;Campo Belo, Rua Tamoios;Campo Belo, Rua Tamoios, São Paulo, Brasil
Rua Silva Machado;Vila Carbone;3;2;Casa;R$ 2.830;3073;Rua Silva Machado, São Paulo, Brasil;150;Vila Carbone, Rua Silva Machado;Vila Carbone, Rua Silva Machado, São Paulo, Brasil
Rua Francisco Viana;Super Quadra Morumbi;3;2;Casa;R$ 2.830;2953;Rua Francisco Viana, São Paulo, Brasil;200;Super Quadra Morumbi, Rua Francisco Viana;Super Quadra Morumbi, Rua Francisco Viana, São Paulo, Brasil
Rua Oscár Fernandes;Vila California;3;2;Casa;R$ 2.830;2950;Rua Oscár Fernandes, São Paulo, Brasil;96;Vila California, Rua Oscár Fernandes;Vila California, Rua Oscár Fernandes, São Paulo, Brasil
Rua Guatemala;Parque Das Nações;3;2;Casa;R$ 2.800;3210;Rua Guatemala, São Paulo, Brasil;125;Parque Das Nações, Rua Guatemala;Parque Das Nações, Rua Guatemala, São Paulo, Brasil
Avenida Sebastião Henriques;Vila Siqueira (Zona Norte);3;2;Casa;R$ 2.800;3186;Avenida Sebastião Henriques, São Paulo, Brasil;178;Vila Siqueira (Zona Norte), Avenida Sebastião Henriques;Vila Siqueira (Zona Norte), Avenida Sebastião Henriques, São Paulo, Brasil
Rua Caioaba;Vila Graciosa;3;2;Casa;R$ 2.800;3091;Rua Caioaba, São Paulo, Brasil;80;Vila Graciosa, Rua Caioaba;Vila Graciosa, Rua Caioaba, São Paulo, Brasil
Rua Paolo Coviello;Vila Moinho Velho;3;2;Casa;R$ 2.800;3076;Rua Paolo Coviello, São Paulo, Brasil;140;Vila Moinho Velho, Rua Paolo Coviello;Vila Moinho Velho, Rua Paolo Coviello, São Paulo, Brasil
Rua Etiópia;Parque Monte Alegre;3;2;Casa;R$ 2.800;3042;Rua Etiópia, São Paulo, Brasil;120;Parque Monte Alegre, Rua Etiópia;Parque Monte Alegre, Rua Etiópia, São Paulo, Brasil
Rua Romão Puiggari;Vila Moraes;3;2;Casa;R$ 2.800;3025;Rua Romão Puiggari, São Paulo, Brasil;120;Vila Moraes, Rua Romão Puiggari;Vila Moraes, Rua Romão Puiggari, São Paulo, Brasil
Rua Ernesto Biester;Jardim Cristal;3;2;Casa;R$ 2.800;2919;Rua Ernesto Biester, São Paulo, Brasil;125;Jardim Cristal, Rua Ernesto Biester;Jardim Cristal, Rua Ernesto Biester, São Paulo, Brasil
Rua Jequitirana;Cidade Antônio Estevão De Carvalho;3;2;Casa;R$ 2.800;2919;Rua Jequitirana, São Paulo, Brasil;150;Cidade Antônio Estevão De Carvalho, Rua Jequitirana;Cidade Antônio Estevão De Carvalho, Rua Jequitirana, São Paulo, Brasil
Rua Emílio do Lago;Jardim Vila Formosa;3;2;Casa;R$ 2.750;2906;Rua Emílio do Lago, São Paulo, Brasil;140;Jardim Vila Formosa, Rua Emílio do Lago;Jardim Vila Formosa, Rua Emílio do Lago, São Paulo, Brasil
Rua Brigadeiro Vilela Júnior;Jardim Cachoeira;3;2;Casa;R$ 2.730;2871;Rua Brigadeiro Vilela Júnior, São Paulo, Brasil;160;Jardim Cachoeira, Rua Brigadeiro Vilela Júnior;Jardim Cachoeira, Rua Brigadeiro Vilela Júnior, São Paulo, Brasil
Rua Coronel Paulo Souza Barros;Jardim Pinheiros;3;2;Casa;R$ 2.720;2867;Rua Coronel Paulo Souza Barros, São Paulo, Brasil;152;Jardim Pinheiros, Rua Coronel Paulo Souza Barros;Jardim Pinheiros, Rua Coronel Paulo Souza Barros, São Paulo, Brasil
Avenida Getsemani;Vila Sonia;3;2;Casa;R$ 2.700;3191;Avenida Getsemani, São Paulo, Brasil;269;Vila Sonia, Avenida Getsemani;Vila Sonia, Avenida Getsemani, São Paulo, Brasil
Rua Maria Lourenço Fernandes;Jardim Maria Rosa;3;2;Casa;R$ 2.700;3048;Rua Maria Lourenço Fernandes, São Paulo, Brasil;150;Jardim Maria Rosa, Rua Maria Lourenço Fernandes;Jardim Maria Rosa, Rua Maria Lourenço Fernandes, São Paulo, Brasil
Rua Santa Matilde;Conjunto Residencial Jardim Canaã;3;2;Casa;R$ 2.700;3023;Rua Santa Matilde, São Paulo, Brasil;180;Conjunto Residencial Jardim Canaã, Rua Santa Matilde;Conjunto Residencial Jardim Canaã, Rua Santa Matilde, São Paulo, Brasil
Rua Miragaia;Paulicéia;3;2;Casa;R$ 2.700;2934;Rua Miragaia, São Paulo, Brasil;179;Paulicéia, Rua Miragaia;Paulicéia, Rua Miragaia, São Paulo, Brasil
Rua Elias da Costa;Vila Carolina;3;2;Casa;R$ 2.700;2914;Rua Elias da Costa, São Paulo, Brasil;170;Vila Carolina, Rua Elias da Costa;Vila Carolina, Rua Elias da Costa, São Paulo, Brasil
Rua Aldeia Vinte de Setembro;Vila Ede;3;2;Casa;R$ 2.700;2817;Rua Aldeia Vinte de Setembro, São Paulo, Brasil;100;Vila Ede, Rua Aldeia Vinte de Setembro;Vila Ede, Rua Aldeia Vinte de Setembro, São Paulo, Brasil
